Institute,Branch,Category,Gender,Quota,mean,std,count,NIRF_Rank,Priority
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,13165.016666666666,1262.8365883076374,29.0,125.0,2
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,19913.897777777776,3546.087632527004,41.0,125.0,2
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,7757.322222222223,770.4176535981051,41.0,125.0,2
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,OS,757.9933333333333,218.34122310246948,17.0,125.0,2
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),HS,46655.64,6238.188975505442,35.0,125.0,2
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),OS,29366.16,3459.2652819285636,35.0,125.0,2
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,HS,39687.66666666667,5317.970422275318,41.0,125.0,2
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,OS,23096.373333333337,3076.9112045971706,41.0,125.0,2
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Female-only (including Supernumerary),OS,1631.0,370.5239533417509,2.0,125.0,2
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,HS,2769.2,486.44027676287544,7.0,125.0,2
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,OS,1490.3955555555556,576.3645263144462,23.0,125.0,2
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),HS,12585.466666666665,2384.537911571997,29.0,125.0,2
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),OS,6211.833333333333,416.3368027610979,12.0,125.0,2
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,HS,7285.282222222222,1152.6056239626128,41.0,125.0,2
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,OS,4381.673333333333,795.0673402987674,41.0,125.0,2
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC (PwD),Gender-Neutral,OS,54.0,500.0,1.0,125.0,2
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),HS,5112.24,2073.3006754711414,11.0,125.0,2
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),OS,2482.0,500.0,6.0,125.0,2
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,HS,3712.8933333333334,634.9248853872666,35.0,125.0,2
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,OS,1848.6666666666665,167.75980728761127,35.0,125.0,2
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,HS,9600.573333333334,1126.8450009324627,23.0,125.0,4
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,OS,6147.822222222222,554.9113734742398,23.0,125.0,4
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,35880.33333333333,6638.65450632971,17.0,125.0,4
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,18010.86666666667,1838.5042545824167,35.0,125.0,4
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,25172.12222222222,5191.305750847323,41.0,125.0,4
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,11708.626666666667,2520.594677461805,41.0,125.0,4
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,OS,756.25,246.85809013817365,4.0,125.0,4
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),HS,54507.04,6245.398531059864,35.0,125.0,4
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),OS,44114.386666666665,7785.966321724312,35.0,125.0,4
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,HS,51064.008888888886,10633.86636997053,41.0,125.0,4
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,OS,35198.22666666667,7082.606800827076,41.0,125.0,4
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Female-only (including Supernumerary),OS,2955.0,500.0,1.0,125.0,4
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,HS,2164.8888888888887,507.18621936238674,9.0,125.0,4
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),HS,10313.625,2227.5643320139757,24.0,125.0,4
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),OS,8874.2,957.4464102280075,23.0,125.0,4
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,HS,9000.297777777778,2305.8469244562593,41.0,125.0,4
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,OS,5991.811111111111,1082.004387755406,41.0,125.0,4
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),HS,7208.5,3364.812341113408,12.0,125.0,4
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,HS,5182.280000000001,1516.217982495706,29.0,125.0,4
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,OS,2201.4355555555558,384.0077473176811,41.0,125.0,4
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),AP,3949.0,500.0,6.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),HS,6120.15,1300.0255473048671,29.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),OS,5690.766666666666,1169.4141086335774,30.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,HS,6272.013333333333,1210.8336089535294,35.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,OS,4713.76,672.0209242940845,35.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",EWS (PwD),Female-only (including Supernumerary),HS,246.0,500.0,1.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",EWS (PwD),Gender-Neutral,OS,91.0,500.0,1.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,11419.38888888889,2402.01564316305,41.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,11405.053333333333,2255.376614215732,41.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,AP,8635.333333333334,902.2958931458563,12.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,11965.026666666667,2408.523159734116,41.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,10443.146666666667,1222.7270730305888,41.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,HS,737.4615384615385,298.36683668056884,13.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,OS,473.97777777777776,194.48831213549116,23.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),AP,23848.5,3401.1165078544427,6.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),HS,32136.055555555555,5747.797636974509,41.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),OS,22928.155555555557,3014.4436759723603,41.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,AP,25307.666666666668,3648.839524943222,12.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,HS,35541.897777777776,5982.226529478803,41.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,OS,26490.362222222226,3439.3640762182313,41.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",OPEN (PwD),Female-only (including Supernumerary),HS,615.0,500.0,6.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",OPEN (PwD),Female-only (including Supernumerary),OS,1316.0,500.0,6.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,HS,1231.0333333333333,528.9851725784777,29.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,OS,755.6388888888889,536.9700259140717,36.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),HS,4986.933333333333,1059.4670738101327,41.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),OS,5666.373333333334,1707.7067240782844,35.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",SC,Gender-Neutral,AP,4628.833333333333,427.34291815469425,12.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",SC,Gender-Neutral,HS,6081.57111111111,1194.6196093215656,41.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",SC,Gender-Neutral,OS,5634.682222222223,996.6519899264689,41.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",SC (PwD),Gender-Neutral,HS,188.0,500.0,1.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),HS,2092.2666666666664,488.22438015542735,35.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),OS,3575.84,754.5551998229366,35.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",ST,Gender-Neutral,HS,1439.888888888889,209.57887798526113,41.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",ST,Gender-Neutral,OS,2173.6133333333332,354.11442445875616,41.0,28.0,10
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",ST (PwD),Gender-Neutral,HS,47.5,16.263455967290593,2.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),HS,4444.026666666667,754.0689768507517,35.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),OS,3960.0,772.330372989446,35.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,HS,4009.0666666666666,827.8324618387162,35.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,OS,2832.866666666667,428.06007981680926,35.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",EWS (PwD),Gender-Neutral,HS,149.41666666666666,49.699932930873594,12.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",EWS (PwD),Gender-Neutral,OS,144.0,500.0,2.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,10095.377777777778,2065.269687108152,41.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,8972.777777777777,2152.502569614058,41.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,AP,5278.916666666667,492.97841707012867,12.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,8190.735555555555,1396.2425845382488,41.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,6244.639999999999,942.6656999972045,41.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Female-only (including Supernumerary),HS,989.5,165.34055763786452,6.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,HS,353.4166666666667,78.11001371414707,12.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,OS,500.94666666666666,145.8780278684159,29.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),AP,16554.333333333332,2874.2057348179874,12.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),HS,25246.86666666667,4721.564624793095,41.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),OS,21279.166666666668,3805.802826589687,41.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,AP,14529.5,1329.7922941025586,12.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,HS,22421.304444444442,4319.332316429948,41.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,OS,16720.58,2581.040507237343,41.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Female-only (including Supernumerary),HS,1616.1999999999998,595.7559273729469,17.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,AP,974.8333333333334,184.11997899920223,6.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,HS,1127.6399999999999,285.7402240326904,35.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,OS,987.8977777777777,388.198534823387,41.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),AP,3177.0,500.0,6.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),HS,5266.864444444444,1209.8527843320844,41.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),OS,4336.7444444444445,1390.759255262233,41.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,AP,3085.5833333333335,830.5120499736985,12.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,HS,5010.282222222222,917.8802422017756,41.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,OS,3732.2,717.4070935005299,41.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",SC (PwD),Gender-Neutral,OS,145.6,22.64950330581225,9.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),HS,1588.1333333333332,352.1857750791011,35.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),OS,1797.08,507.90195738875394,35.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,AP,1358.4166666666667,78.46534652992113,12.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,HS,1257.8266666666666,287.99132143089344,41.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,OS,1429.1022222222223,303.9757431753797,41.0,28.0,10
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",ST (PwD),Gender-Neutral,OS,57.0,500.0,1.0,28.0,10
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)",EWS,Gender-Neutral,HS,8293.457777777778,926.0203666051783,23.0,28.0,10
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)",EWS,Gender-Neutral,OS,6875.293333333333,897.8023126763812,17.0,28.0,10
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)",EWS (PwD),Gender-Neutral,OS,196.0,500.0,1.0,28.0,10
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)",OBC-NCL,Female-only (including Supernumerary),HS,19104.0,729.5526026271169,5.0,28.0,10
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)",OBC-NCL,Gender-Neutral,HS,16580.933333333334,1472.9509945721438,23.0,28.0,10
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)",OBC-NCL,Gender-Neutral,OS,13478.711111111112,1464.1624607475944,23.0,28.0,10
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)",OPEN,Female-only (including Supernumerary),HS,44243.0,4418.470323539585,5.0,28.0,10
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)",OPEN,Female-only (including Supernumerary),OS,31862.6,6099.099015428426,5.0,28.0,10
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)",OPEN,Gender-Neutral,HS,47041.822222222225,5782.154619129939,23.0,28.0,10
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)",OPEN,Gender-Neutral,OS,32435.644444444442,4501.161866695935,23.0,28.0,10
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)",OPEN (PwD),Gender-Neutral,HS,2206.0,462.4352534532414,11.0,28.0,10
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)",SC,Female-only (including Supernumerary),OS,9960.0,1184.3449666376769,5.0,28.0,10
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)",SC,Gender-Neutral,HS,8222.560000000001,1122.7915063797102,23.0,28.0,10
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)",SC,Gender-Neutral,OS,6779.582222222223,648.0128243741475,23.0,28.0,10
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)",ST,Gender-Neutral,HS,2837.0311111111114,607.0518500232091,23.0,28.0,10
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)",ST,Gender-Neutral,OS,2596.0666666666666,972.9326800966242,11.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),AP,2865.0,500.0,6.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),HS,5370.466666666667,1191.7745084501498,35.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),OS,5603.92,1152.15850552289,35.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,HS,4663.64,1255.0930174106384,35.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,OS,3525.3866666666668,752.3867546491157,35.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",EWS (PwD),Gender-Neutral,HS,38.0,500.0,6.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",EWS (PwD),Gender-Neutral,OS,196.44444444444446,68.34020338870441,23.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,10101.68888888889,3105.1337895845186,41.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,10952.371111111112,3088.321405103347,41.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,AP,4156.5,621.463595072149,12.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,8922.555555555555,2583.740154853982,41.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,7423.875555555556,1897.883385543472,41.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Female-only (including Supernumerary),HS,651.1888888888889,283.8727429862302,20.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Female-only (including Supernumerary),OS,684.0,500.0,6.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,HS,331.0833333333333,247.49034529551403,24.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,OS,333.1666666666667,108.39895448450291,12.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),AP,12373.5,33.0681115275729,6.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),HS,31192.635555555556,8077.245910279194,41.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),OS,30617.52888888889,8202.362777749158,41.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,AP,14164.0,2064.0772096200103,12.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,HS,25699.324444444443,7298.226669841807,41.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,OS,21346.913333333334,5001.7883891908,41.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,HS,640.3666666666667,221.54759715437683,41.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,OS,742.0177777777777,301.21477427892285,41.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),HS,3952.0444444444447,901.2394554709425,41.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),OS,4666.426666666666,1558.3503128504117,41.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,AP,1940.75,383.52838581684244,12.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,HS,3659.0,904.7201622331734,41.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,OS,3844.1977777777774,967.7227442589627,41.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",SC (PwD),Gender-Neutral,HS,118.0,40.073186722765726,17.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),AP,1121.0,500.0,6.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),HS,1240.1666666666665,434.97443161367016,29.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),OS,1289.0933333333332,534.0519409479308,35.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,AP,852.0,107.77754868245984,6.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,HS,896.3155555555555,258.7334300102676,41.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,OS,888.6777777777777,239.46602691985453,41.0,28.0,10
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",ST (PwD),Gender-Neutral,OS,59.63636363636363,27.321320346106,11.0,28.0,10
